TITLE_OF_PAINTING^LOT#^ARTIST^AUCTION_NAME^ESTIMATE_MIN_INR^ESTIMATE_MAX_INR^ESTIMATE_MAX_USD^ESTIMATE_MIN_USD^WINNING_BID_INR^WINNING_BID_USD^BP?^PROVENANCE_TEXT^EXHIBITED^DIMENTIONS_TEXT^MATERIAL_TEXT^SIGNED_TEXT^PAINTED_YEAR^IMAGE^URL^AUCTION_HOUSE^SALE_DATE^YOD^ESTIMATE_MIN^ESTIMATE_MAX^AUCTION_LOCATION^IMAGE_LINK^ORIENTATION^ID^DATED?^UNIT_OF_MEASURE^SALE#^SIZE-H^SIZE-W^IMAGE_ID^SIGNED?^TYPE^MEDIUM^CURR_OF_SALE^MARKINGS_TEXT^EST_CURR^YOB^MATERIAL^NATIONALITY
Untitled^1^K H Ara^Evening Sale of Modern and Contemporary Indian Art^3,00,000^5,00,000^7355^4415^20,40,000^30000^true^The Collection of Lt. General Dayaram Thapar^^23 x 18 in (58.5 x 45.5 cm)^Oil        on canvas^'Signed ''ARA'' (lower left) bearing Chemould label on the stretcher (on the reverse)'^^http://mediacloud.saffronart.com/auctions/2016/feblive/khara_1602live_25705_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20633^Saffron^Feb 24, 2016^^^^^^^25000^^^^^^^^^^^^^^^
Untitled^2^K H Ara^Evening Sale of Modern and Contemporary Indian Art^3,00,000^5,00,000^7355^4415^26,40,000^38824^true^The Collection of Lt. General Dayaram Thapar^^23.25 x 18.25 in (59 x 46.3 cm)^Oil        on canvas^'Signed ''K H ARA'' (lower right) bearing Chemould label on the stretcher (on the reverse)'^^http://mediacloud.saffronart.com/auctions/2016/feblive/khara_1602live_26620_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20634^Saffron^Feb 24, 2016^^^^^^^25001^^^^^^^^^^^^^^^
Untitled^3^K H Ara^Evening Sale of Modern and Contemporary Indian Art^6,00,000^8,00,000^11765^8825^9,00,000^13235^true^An Important Private Collection, New Delhi^^30 x 22 in (76.4 x 55.6 cm)^Watercolour        on paper^'Signed ''ARA'' (lower left)'^^http://mediacloud.saffronart.com/auctions/2016/feblive/khara_1602live_26746_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20635^Saffron^Feb 24, 2016^^^^^^^25002^^^^^^^^^^^^^^^
Untitled (Portrait of a Man)^4^F N Souza^Evening Sale of Modern and Contemporary Indian Art^4,00,000^6,00,000^8825^5885^20,40,000^30000^true^Collection of Nicholas Treadwell from the 1960sPrivate Collection, North India^^9.5 x 7.5 in (24.3 x 19.3 cm)^Pen and watercolour        on paper^Signed and dated Souza 56 (upper left)^1956^http://mediacloud.saffronart.com/auctions/2016/feblive/fnsouza_febeve16_27725_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20636^Saffron^Feb 24, 2016^^^^^^^25003^^^^^^^^^^^^^^^
Untitled (Woman in Profile)^5^F N Souza^Evening Sale of Modern and Contemporary Indian Art^10,00,000^15,00,000^22060^14710^19,20,000^28235^true^Formerly from the Collection of Julian SherrierChristies, New York, 12 September 2012, lot 341Private Collection, New Delhi^^15 x 22.25 in (38.2 x 56.4 cm)^Charcoal and pencil        on paper pasted on paper^Signed and dated Souza 1952 (lower right)^1952^http://mediacloud.saffronart.com/auctions/2016/feblive/fnsouza_1602live_26627_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20637^Saffron^Feb 24, 2016^^^^^^^25004^^^^^^^^^^^^^^^
Untitled^6^M F Husain^Evening Sale of Modern and Contemporary Indian Art^18,00,000^22,00,000^32355^26475^30,00,000^44118^true^Saffronart, 19-20 September 2012, lot 75From a Private International Collection^^13.5 x 9.5 in (34.2 x 24.1 cm)^Oil        on canvas pasted on board^Signed in Devnagari (lower right)^^http://mediacloud.saffronart.com/auctions/2016/feblive/husain_12au_07067_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20638^Saffron^Feb 24, 2016^^^^^^^25005^^^^^^^^^^^^^^^
Sindhu of Gaja Gaamini^7^M F Husain^Evening Sale of Modern and Contemporary Indian Art^5,00,000^7,00,000^10295^7355^7,80,000^11471^true^Collection of an Eminent Family, Mumbai^^14.5 x 21 in (36.7 x 53.6 cm)^Watercolour, ink &amp; sketchpen        on paper^'Signed ''Husain'' and inscribed ''Sindhu of Gaja Gaamini'' (lower right)'^^http://mediacloud.saffronart.com/auctions/2016/feblive/mfhusain_1602live_27570_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20639^Saffron^Feb 24, 2016^^^^^^^25006^^^^^^^^^^^^^^^
Untitled^8^M F Husain^Evening Sale of Modern and Contemporary Indian Art^15,00,000^20,00,000^29415^22060^20,40,000^30000^true^An Important Private Collection, JapanSaffronart, 21 July 2011, lot 31An Important Private Collection, New Delhi^^29.75 x 21.75 in (75.4 x 55.2 cm)^Mixed media        on paper pasted on board^'Signed ''Husain'' (upper right) and in Devnagari (upper left)'^^http://mediacloud.saffronart.com/auctions/2016/feblive/mfhusain_14evelive_12977_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20640^Saffron^Feb 24, 2016^^^^^^^25007^^^^^^^^^^^^^^^
Untitled^9^M F Husain^Evening Sale of Modern and Contemporary Indian Art^90,00,000^1,20,00,000^176475^132355^^^false^Acquired directly from the artist in the 1960s Collection of an Eminent Family, Mumbai^^34.75 x 48.25 in (88.2 x 122.3 cm)^Oil        on canvas^Signed in Devnagari and Urdu and dated 1 IX 1965 (lower right)^1965^http://mediacloud.saffronart.com/auctions/2016/feblive/mfhusain_1602live_27502_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20641^Saffron^Feb 24, 2016^^^^^^^25008^^^^^^^^^^^^^^^
La Source^10^S H Raza^Evening Sale of Modern and Contemporary Indian Art^35,00,000^45,00,000^66180^51475^45,60,000^67059^true^Galerie Lara Vincy, ParisSaffronart, 4-6 May 2004,  lot 21Private Collection, UK^^29 x 19 in (73.7 x 48.3 cm)^Acrylic        on canvas^Signed and dated RAZA 60 (lower right), signed and dated again RAZA P_278 60 and inscribed La Source (on the reverse); stamped LARA VINCY on the stretcher (on the reverse)^1960^http://mediacloud.saffronart.com/auctions/2016/feblive/shrza_1602live_27520_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20642^Saffron^Feb 24, 2016^^^^^^^25009^^^^^^^^^^^^^^^
Untitled^11^Manjit  Bawa^Evening Sale of Modern and Contemporary Indian Art^2,00,00,000^3,00,00,000^441180^294120^3,24,00,000^476471^true^Collection of a Distinguished Lady, Mumbai^PUBLISHED:  Marcella C Sirhandi, Manipulating Cultural Idioms, Art Journal, Vol.58, No.3, College Art Association, Autumn 1999, pp. 40-47 (illustrated)Amrita Jhaveri, A Guide to 101 Indian Contemporary Artists, Mumbai: India Book House, 2005, p. 16 (illustrated)^59.25 x 68.5 in (150.5 x 174 cm)^Oil        on canvas^Signed and dated Manjit 92 (on the reverse)^1992^http://mediacloud.saffronart.com/auctions/2016/feblive/manjitb_1602live_26266_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20643^Saffron^Feb 24, 2016^^^^^^^25010^^^^^^^^^^^^^^^
Untitled^12^Manjit  Bawa^Evening Sale of Modern and Contemporary Indian Art^7,00,000^9,00,000^13240^10295^9,00,000^13235^true^Vadehra Art GalleryImportant Private Collection, New Delhi^^14.5 x 21.25 in (36.8 x 53.9 cm)^Ink        on paper^Signed and dated Manjit Bawa 98 (lower right); bearing Vadehra Art Gallery label on the hardboard (on the reverse)^1998^http://mediacloud.saffronart.com/auctions/2016/feblive/manjitb_1602live_26657_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20644^Saffron^Feb 24, 2016^^^^^^^25011^^^^^^^^^^^^^^^
Untitled^13^Manjit  Bawa^Evening Sale of Modern and Contemporary Indian Art^40,00,000^60,00,000^88240^58825^78,00,000^114706^true^^^26.25 x 19.25 in (66.5 x 48.6 cm)^Oil        on canvas^Signed and dated Manjit 2003 (on the reverse)^2003^http://mediacloud.saffronart.com/auctions/2016/feblive/manjitb_1602live_26816_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20645^Saffron^Feb 24, 2016^^^^^^^25012^^^^^^^^^^^^^^^
Untitled^14^N S Bendre^Evening Sale of Modern and Contemporary Indian Art^30,00,000^40,00,000^58825^44120^48,00,000^70588^true^Acquired directly from the artistFrom the Collection of Malti Gilani, New Delhi^^34 x 40 in (86.3 x 101.6 cm)^Oil        on canvas^Signed and dated in Devnagari (lower right)^1970^http://mediacloud.saffronart.com/auctions/2016/feblive/nsbendre_1602live_26046_big.jpg^http://www.saffronart.com/auctions/PostWork.aspx?l=20646^Saffron^Feb 24, 2016^^^^^^^25013^^^^^^^^^^^^^^^
